Código,Nombre,Descripción,Pes,Coste
TRE.I16.BRU.60X30X4,Tub rectangular inox 316 bru.60x30x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.02,5.9
TRE.I16.BRU.60X40X1.5,Tub rectangular inox 316 bru.60x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.37,5.9
TRE.I16.BRU.60X40X2,Tub rectangular inox 316 bru.60x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.13,5.9
TRE.I16.BRU.60X40X3,Tub rectangular inox 316 bru.60x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.42,5.9
TRE.I16.BRU.60X40X4,Tub rectangular inox 316 bru.60x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.67,5.9
TRE.I16.BRU.60X40X5,Tub rectangular inox 316 bru.60x40x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,6.82,5.9
TRE.I16.BRU.70X20X1.5,Tub rectangular inox 316 bru.70x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.13,5.9
TRE.I16.BRU.70X20X2,Tub rectangular inox 316 bru.70x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.8,5.9
TRE.I16.BRU.70X30X1.5,Tub rectangular inox 316 bru.70x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.37,5.9
TRE.I16.BRU.70X30X2,Tub rectangular inox 316 bru.70x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.13,5.9
TRE.I16.BRU.70X40X1.5,Tub rectangular inox 316 bru.70x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.64,5.9
TRE.I16.BRU.70X40X2,Tub rectangular inox 316 bru.70x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.45,5.9
TRE.I16.BRU.70X40X3,Tub rectangular inox 316 bru.70x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.91,5.9
TRE.I16.BRU.70X50X1.5,Tub rectangular inox 316 bru.70x50x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.87,5.9
TRE.I16.BRU.70X50X2,Tub rectangular inox 316 bru.70x50x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.79,5.9
TRE.I16.BRU.70X50X3,Tub rectangular inox 316 bru.70x50x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.4,5.9
TRE.I16.BRU.80X20X1.5,Tub rectangular inox 316 bru.80x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.37,5.9
TRE.I16.BRU.80X20X2,Tub rectangular inox 316 bru.80x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.13,5.9
TRE.I16.BRU.80X30X1.5,Tub rectangular inox 316 bru.80x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.64,5.9
TRE.I16.BRU.80X30X2,Tub rectangular inox 316 bru.80x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.45,5.9
TRE.I16.BRU.80X30X3,Tub rectangular inox 316 bru.80x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.91,5.9
TRE.I16.BRU.80X40X1.5,Tub rectangular inox 316 bru.80x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.87,5.9
TRE.I16.BRU.80X40X2,Tub rectangular inox 316 bru.80x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.79,5.9
TRE.I16.BRU.80X40X3,Tub rectangular inox 316 bru.80x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.4,5.9
TRE.I16.BRU.80X40X4,Tub rectangular inox 316 bru.80x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,6.98,5.9
TRE.I16.BRU.80X40X5,Tub rectangular inox 316 bru.80x40x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,8.46,5.9
TRE.I16.BRU.80X45X3,Tub rectangular inox 316 bru.80x45x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.64,5.9
TRE.I16.BRU.80X45X4,Tub rectangular inox 316 bru.80x45x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,7.3,5.9
TRE.I16.BRU.80X50X1.5,Tub rectangular inox 316 bru.80x50x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.14,5.9
TRE.I16.BRU.80X50X2,Tub rectangular inox 316 bru.80x50x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.11,5.9
TRE.I16.BRU.80X50X3,Tub rectangular inox 316 bru.80x50x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.89,5.9
TRE.I16.BRU.80X60X1.5,Tub rectangular inox 316 bru.80x60x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.37,5.9
TRE.I16.BRU.80X60X2,Tub rectangular inox 316 bru.80x60x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.43,5.9
TRE.I16.BRU.80X60X3,Tub rectangular inox 316 bru.80x60x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,6.38,5.9
TRE.I16.BRU.80X60X4,Tub rectangular inox 316 bru.80x60x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,8.29,5.9
TRE.I16.BRU.90X20X1.5,Tub rectangular inox 316 bru.90x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.64,5.9
TRE.I16.BRU.90X20X2,Tub rectangular inox 316 bru.90x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.53,5.9
TRE.I16.BRU.90X30X1.5,Tub rectangular inox 316 bru.90x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.87,5.9
TRE.I16.BRU.90X30X2,Tub rectangular inox 316 bru.90x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.79,5.9
TRE.I16.BRU.90X40X1.5,Tub rectangular inox 316 bru.90x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.14,5.9
TRE.I16.BRU.90X40X2,Tub rectangular inox 316 bru.90x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.11,5.9
TRE.I16.BRU.90X40X3,Tub rectangular inox 316 bru.90x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.89,5.9
TRE.I16.BRU.90X40X4,Tub rectangular inox 316 bru.90x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,7.63,5.9
TRE.I16.BRU.90X50X1.5,Tub rectangular inox 316 bru.90x50x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.37,5.9
TRE.I16.BRU.90X50X2,Tub rectangular inox 316 bru.90x50x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.43,5.9
TRE.I16.BRU.90X50X3,Tub rectangular inox 316 bru.90x50x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,6.38,5.9
TRE.I16.BRU.100X20X1.5,Tub rectangular inox 316 bru.100x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.94,5.9
TRE.I16.BRU.100X20X2,Tub rectangular inox 316 bru.100x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.92,5.9
TRE.I16.BRU.100X30X1.5,Tub rectangular inox 316 bru.100x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.14,5.9
TRE.I16.BRU.100X30X2,Tub rectangular inox 316 bru.100x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.11,5.9
TRE.I16.BRU.100X40X1.5,Tub rectangular inox 316 bru.100x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.37,5.9
TRE.I16.BRU.100X40X2,Tub rectangular inox 316 bru.100x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.43,5.9
TRE.I16.BRU.100X40X3,Tub rectangular inox 316 bru.100x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,6.38,5.9
TRE.I16.BRU.100X40X4,Tub rectangular inox 316 bru.100x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,8.29,5.9
TRE.I16.BRU.100X50X1.5,Tub rectangular inox 316 bru.100x50x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.59,5.9
TRE.I16.BRU.100X50X2,Tub rectangular inox 316 bru.100x50x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.76,5.9
TRE.I16.BRU.100X50X3,Tub rectangular inox 316 bru.100x50x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,6.86,5.9
TRE.I16.BRU.100X50X4,Tub rectangular inox 316 bru.100x50x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,8.93,5.9
TRE.I16.BRU.100X50X5,Tub rectangular inox 316 bru.100x50x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,10.92,5.9
TRE.I16.BRU.100X50X6,Tub rectangular inox 316 bru.100x50x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,12.79,5.9
TRE.I16.BRU.100X60X2,Tub rectangular inox 316 bru.100x60x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.09,5.9
TRE.I16.BRU.100X60X3,Tub rectangular inox 316 bru.100x60x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,7.35,5.9
TRE.I16.BRU.100X60X4,Tub rectangular inox 316 bru.100x60x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,9.59,5.9
TRE.I16.BRU.100X60X5,Tub rectangular inox 316 bru.100x60x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,11.75,5.9
TRE.I16.BRU.100X80X2,Tub rectangular inox 316 bru.100x80x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.74,5.9
TRE.I16.BRU.100X80X3,Tub rectangular inox 316 bru.100x80x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,8.33,5.9
TRE.I16.BRU.100X80X4,Tub rectangular inox 316 bru.100x80x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,10.92,5.9
TRE.I16.BRU.100X80X5,Tub rectangular inox 316 bru.100x80x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,13.31,5.9
TRE.I16.BRU.100X80X6,Tub rectangular inox 316 bru.100x80x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,15.7,5.9
TRE.I16.BRU.120X40X2,Tub rectangular inox 316 bru.120x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.09,5.9
TRE.I16.BRU.120X40X3,Tub rectangular inox 316 bru.120x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,7.35,5.9
TRE.I16.BRU.120X60X2,Tub rectangular inox 316 bru.120x60x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.74,5.9
TRE.I16.BRU.120X60X3,Tub rectangular inox 316 bru.120x60x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,8.33,5.9
TRE.I16.BRU.120X60X4,Tub rectangular inox 316 bru.120x60x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,10.92,5.9
TRE.I16.BRU.120X60X5,Tub rectangular inox 316 bru.120x60x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,13.31,5.9
TRE.I16.BRU.120X80X2,Tub rectangular inox 316 bru.120x80x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,6.26,5.9
TRE.I16.BRU.120X80X3,Tub rectangular inox 316 bru.120x80x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,9.32,5.9
TRE.I16.BRU.120X80X4,Tub rectangular inox 316 bru.120x80x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,12.17,5.9
TRE.I16.BRU.120X80X5,Tub rectangular inox 316 bru.120x80x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,14.98,5.9
TRE.I16.BRU.120X80X6,Tub rectangular inox 316 bru.120x80x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,17.68,5.9
TRE.I16.BRU.120X100X3,Tub rectangular inox 316 bru.120x100x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,10.3,5.9
TRE.I16.BRU.120X100X4,Tub rectangular inox 316 bru.120x100x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,13.52,5.9
TRE.I16.BRU.120X100X5,Tub rectangular inox 316 bru.120x100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,16.64,5.9
TRE.I16.BRU.120X100X6,Tub rectangular inox 316 bru.120x100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,22.88,5.9
TRE.I16.BRU.140X60X3,Tub rectangular inox 316 bru.140x60x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,9.32,5.9
TRE.I16.BRU.140X60X4,Tub rectangular inox 316 bru.140x60x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,12.17,5.9
TRE.I16.BRU.140X60X5,Tub rectangular inox 316 bru.140x60x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,14.98,5.9
TRE.I16.BRU.140X60X6,Tub rectangular inox 316 bru.140x60x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,17.68,5.9
TRE.I16.BRU.140X60X7,Tub rectangular inox 316 bru.140x60x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,21.11,5.9
TRE.I16.BRU.140X60X8,Tub rectangular inox 316 bru.140x60x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,22.36,5.9
TRE.I16.BRU.140X80X3,Tub rectangular inox 316 bru.140x80x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,10.3,5.9
TRE.I16.BRU.140X80X4,Tub rectangular inox 316 bru.140x80x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,13.52,5.9
TRE.I16.BRU.140X80X5,Tub rectangular inox 316 bru.140x80x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,16.64,5.9
TRE.I16.BRU.140X80X6,Tub rectangular inox 316 bru.140x80x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,19.66,5.9
TRE.I16.BRU.140X80X7,Tub rectangular inox 316 bru.140x80x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,22.88,5.9
TRE.I16.BRU.140X80X8,Tub rectangular inox 316 bru.140x80x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,24.96,5.9
TRE.I16.BRU.140X80X10,Tub rectangular inox 316 bru.140x80x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,29.85,5.9
TRE.I16.BRU.140X100X3,Tub rectangular inox 316 bru.140x100x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,11.23,5.9
TRE.I16.BRU.140X100X4,Tub rectangular inox 316 bru.140x100x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,14.82,5.9
TRE.I16.BRU.140X100X5,Tub rectangular inox 316 bru.140x100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,18.3,5.9
TRE.I16.BRU.140X100X6,Tub rectangular inox 316 bru.140x100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,21.42,5.9
TRE.I16.BRU.140X100X7,Tub rectangular inox 316 bru.140x100x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,25.58,5.9
TRE.I16.BRU.140X100X8,Tub rectangular inox 316 bru.140x100x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,27.56,5.9
TRE.I16.BRU.150X100X3,Tub rectangular inox 316 bru.150x100x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,11.75,5.9
TRE.I16.BRU.150X100X4,Tub rectangular inox 316 bru.150x100x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,15.5,5.9
TRE.I16.BRU.150X100X5,Tub rectangular inox 316 bru.150x100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,19.03,5.9
TRE.I16.BRU.150X100X6,Tub rectangular inox 316 bru.150x100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,22.57,5.9
TRE.I16.BRU.150X100X7,Tub rectangular inox 316 bru.150x100x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,26.52,5.9
TRE.I16.BRU.150X100X8,Tub rectangular inox 316 bru.150x100x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,30.16,5.9
TRE.I16.BRU.160X80X3,Tub rectangular inox 316 bru.160x80x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,11.23,5.9
TRE.I16.BRU.160X80X4,Tub rectangular inox 316 bru.160x80x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,14.77,5.9
TRE.I16.BRU.160X80X5,Tub rectangular inox 316 bru.160x80x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,18.2,5.9
TRE.I16.BRU.160X80X6,Tub rectangular inox 316 bru.160x80x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,21.53,5.9
TRE.I16.BRU.160X80X7,Tub rectangular inox 316 bru.160x80x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,25.58,5.9
TRE.I16.BRU.160X80X8,Tub rectangular inox 316 bru.160x80x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,27.56,5.9
TRE.I16.BRU.160X80X10,Tub rectangular inox 316 bru.160x80x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,33.28,5.9
TRE.I16.BRU.160X80X12,Tub rectangular inox 316 bru.160x80x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,37.44,5.9
TRE.I16.BRU.160X80X12.5,Tub rectangular inox 316 bru.160x80x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,38.48,5.9
TRE.I16.BRU.160X120X3,Tub rectangular inox 316 bru.160x120x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,13.21,5.9
TRE.I16.BRU.160X120X4,Tub rectangular inox 316 bru.160x120x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,17.47,5.9
TRE.I16.BRU.160X120X5,Tub rectangular inox 316 bru.160x120x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,21.53,5.9
TRE.I16.BRU.160X120X6,Tub rectangular inox 316 bru.160x120x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,25.48,5.9
TRE.I16.BRU.160X120X7,Tub rectangular inox 316 bru.160x120x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,30.16,5.9
TRE.I16.BRU.160X120X8,Tub rectangular inox 316 bru.160x120x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,34.01,5.9
TRE.I16.BRU.160X140X3,Tub rectangular inox 316 bru.160x140x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,14.25,5.9
TRE.I16.BRU.160X140X4,Tub rectangular inox 316 bru.160x140x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,18.72,5.9
TRE.I16.BRU.160X140X5,Tub rectangular inox 316 bru.160x140x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,23.19,5.9
TRE.I16.BRU.160X140X6,Tub rectangular inox 316 bru.160x140x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,27.46,5.9
TRE.I16.BRU.160X140X8,Tub rectangular inox 316 bru.160x140x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,36.4,5.9
TRE.I16.BRU.180X80X3,Tub rectangular inox 316 bru.180x80x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,12.27,5.9
TRE.I16.BRU.180X80X4,Tub rectangular inox 316 bru.180x80x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,16.12,5.9
TRE.I16.BRU.180X80X5,Tub rectangular inox 316 bru.180x80x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,19.97,5.9
TRE.I16.BRU.180X80X6,Tub rectangular inox 316 bru.180x80x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,23.5,5.9
TRE.I16.BRU.180X80X8,Tub rectangular inox 316 bru.180x80x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,30.06,5.9
TRE.I16.BRU.180X80X10,Tub rectangular inox 316 bru.180x80x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,36.4,5.9
TRE.I16.BRU.180X80X12,Tub rectangular inox 316 bru.180x80x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,41.18,5.9
TRE.I16.BRU.180X80X12.5,Tub rectangular inox 316 bru.180x80x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,42.54,5.9
TRE.I16.BRU.180X100X3,Tub rectangular inox 316 bru.180x100x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,13.21,5.9
TRE.I16.BRU.180X100X4,Tub rectangular inox 316 bru.180x100x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,17.47,5.9
TRE.I16.BRU.180X100X5,Tub rectangular inox 316 bru.180x100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,21.53,5.9
TRE.I16.BRU.180X100X6,Tub rectangular inox 316 bru.180x100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,25.48,5.9
TRE.I16.BRU.180X100X7,Tub rectangular inox 316 bru.180x100x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,30.16,5.9
TRE.I16.BRU.180X100X8,Tub rectangular inox 316 bru.180x100x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,34.01,5.9
TRE.I16.BRU.180X100X10,Tub rectangular inox 316 bru.180x100x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,39.73,5.9
TRE.I16.BRU.180X100X12,Tub rectangular inox 316 bru.180x100x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,45.24,5.9
TRE.I16.BRU.180X100X12.5,Tub rectangular inox 316 bru.180x100x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,46.8,5.9
TRE.I16.BRU.180X120X3,Tub rectangular inox 316 bru.180x120x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,14.25,5.9
TRE.I16.BRU.180X120X4,Tub rectangular inox 316 bru.180x120x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,18.72,5.9
TRE.I16.BRU.180X120X5,Tub rectangular inox 316 bru.180x120x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,23.19,5.9
TRE.I16.BRU.180X120X6,Tub rectangular inox 316 bru.180x120x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,27.46,5.9
TRE.I16.BRU.180X120X7,Tub rectangular inox 316 bru.180x120x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,32.45,5.9
TRE.I16.BRU.180X120X8,Tub rectangular inox 316 bru.180x120x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,36.4,5.9
TRE.I16.BRU.180X120X10,Tub rectangular inox 316 bru.180x120x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,43.16,5.9
TRE.I16.BRU.180X120X12,Tub rectangular inox 316 bru.180x120x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,49.4,5.9
TRE.I16.BRU.180X120X12.5,Tub rectangular inox 316 bru.180x120x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,50.96,5.9
TRE.I16.BRU.180X140X3,Tub rectangular inox 316 bru.180x140x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,15.18,5.9
